seed,mechanism,missing_pct,method,n_train,n_test,n_features,cv_f1_mean,cv_f1_std,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,runtime_seconds
7,MCAR,30,knn,239,60,12,0.7011527093596059,0.09638033132807962,0.8,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.8626444159178432,0.45287890001782216
7,MCAR,30,iterative,239,60,12,0.6847020933977456,0.10348796635440352,0.8,0.6666666666666666,0.7368421052631579,0.7,0.8632862644415917,0.5463552000001073
7,MAR,10,mean,239,60,12,0.7243625192012288,0.054705255264905835,0.8333333333333334,0.6666666666666666,0.9473684210526315,0.782608695652174,0.8921694480102695,0.47342700001900084
7,MAR,10,median,239,60,12,0.7185088745949606,0.06728341521971665,0.8166666666666667,0.6428571428571429,0.9473684210526315,0.7659574468085106,0.8966623876765083,0.4666546000225935
7,MAR,10,knn,239,60,12,0.723430118268828,0.05843401478412698,0.7833333333333333,0.6071428571428571,0.8947368421052632,0.723404255319149,0.8934531450577664,0.45448169999872334
7,MAR,10,iterative,239,60,12,0.747010752688172,0.04789660116147217,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.9005134788189987,0.3642964000173379
7,MAR,20,mean,239,60,12,0.6707007786429365,0.10930597130434927,0.8333333333333334,0.68,0.8947368421052632,0.7727272727272727,0.8825417201540436,0.44799099999363534
7,MAR,20,median,239,60,12,0.6644323892644248,0.07438318928652786,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.8761232349165596,0.4341139000025578
7,MAR,20,knn,239,60,12,0.667808549543811,0.09024320122428091,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.8697047496790757,0.46278530001291074
7,MAR,20,iterative,239,60,12,0.6696084656084655,0.08271013196945753,0.8333333333333334,0.6666666666666666,0.9473684210526315,0.782608695652174,0.8735558408215661,0.43709460002719425
7,MAR,30,mean,239,60,12,0.7277981277981278,0.11892817930225585,0.85,0.7272727272727273,0.8421052631578947,0.7804878048780488,0.8607188703465981,0.4263745999778621
7,MAR,30,median,239,60,12,0.746360153256705,0.11757895956362685,0.8333333333333334,0.68,0.8947368421052632,0.7727272727272727,0.8774069319640565,0.45754849998047575
7,MAR,30,knn,239,60,12,0.6695970695970695,0.1375681003055778,0.8,0.6666666666666666,0.7368421052631579,0.7,0.8632862644415917,0.4586842999851797
7,MAR,30,iterative,239,60,12,0.7341408221408222,0.13003510178506977,0.8333333333333334,0.7142857142857143,0.7894736842105263,0.75,0.8806161745827984,0.4649665999750141
7,MNAR,10,mean,239,60,12,0.690952380952381,0.06626409061637697,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.8780487804878048,0.45463419999578036
7,MNAR,10,median,239,60,12,0.654971264367816,0.0877845861820027,0.75,0.5714285714285714,0.8421052631578947,0.6808510638297872,0.855584082156611,0.3787409999931697
7,MNAR,10,knn,239,60,12,0.7107210031347961,0.05013956515426962,0.7833333333333333,0.6071428571428571,0.8947368421052632,0.723404255319149,0.8568677792041078,0.4266057000204455
7,MNAR,10,iterative,239,60,12,0.6991244239631336,0.07314873057327377,0.75,0.5714285714285714,0.8421052631578947,0.6808510638297872,0.8523748395378691,0.4061204000026919
7,MNAR,20,mean,239,60,12,0.7019951562680198,0.09582830042206991,0.75,0.5909090909090909,0.6842105263157895,0.6341463414634146,0.858793324775353,0.4810625000100117
7,MNAR,20,median,239,60,12,0.6467965367965368,0.12766324045252034,0.8,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.8658536585365854,0.34411450001061894
7,MNAR,20,knn,239,60,12,0.6113062415481771,0.14039563391181387,0.8,0.7058823529411765,0.631578947368421,0.6666666666666666,0.8934531450577664,0.4057312000077218
7,MNAR,20,iterative,239,60,12,0.6680280638901328,0.10917254298366613,0.75,0.5909090909090909,0.6842105263157895,0.6341463414634146,0.8639281129653402,0.4579475999926217
7,MNAR,30,mean,239,60,12,0.5904577161968467,0.14259700986174245,0.7833333333333333,0.625,0.7894736842105263,0.6976744186046512,0.8504492939666239,0.5582278000074439
7,MNAR,30,median,239,60,12,0.5885083014048532,0.07884767054306635,0.8166666666666667,0.6818181818181818,0.7894736842105263,0.7317073170731707,0.8530166880616175,0.45301409999956377
7,MNAR,30,knn,239,60,12,0.5205394445634325,0.07069122163666122,0.8,0.6666666666666666,0.7368421052631579,0.7,0.8575096277278562,0.48057169999810867
7,MNAR,30,iterative,239,60,12,0.5852202580028667,0.10576228010430101,0.7833333333333333,0.65,0.6842105263157895,0.6666666666666666,0.8549422336328626,0.4513303999847267
99,MCAR,10,mean,239,60,12,0.7375862068965517,0.04263050885662231,0.85,0.8571428571428571,0.631578947368421,0.7272727272727273,0.7958921694480102,0.5157423999917228
99,MCAR,10,median,239,60,12,0.7092218265605362,0.04347162661943997,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8177150192554556,0.4625706000078935
99,MCAR,10,knn,239,60,12,0.718678617040686,0.085358619150172,0.8,0.7058823529411765,0.631578947368421,0.6666666666666666,0.8196405648267009,0.4504655999771785
99,MCAR,10,iterative,239,60,12,0.7521212121212122,0.0341257363502826,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.8048780487804879,0.4897319999872707
99,MCAR,20,mean,239,60,12,0.6722290991256509,0.10657085955317283,0.7833333333333333,0.6875,0.5789473684210527,0.6285714285714286,0.8228498074454428,0.4408081999863498
99,MCAR,20,median,239,60,12,0.6799999999999999,0.11677448856294903,0.7833333333333333,0.6875,0.5789473684210527,0.6285714285714286,0.8234916559691913,0.4304052999941632
99,MCAR,20,knn,239,60,12,0.6909072249589491,0.11027957431426172,0.7666666666666667,0.6470588235294118,0.5789473684210527,0.6111111111111112,0.7503209242618742,0.5221018999873195
99,MCAR,20,iterative,239,60,12,0.6834028040924592,0.10786134750137846,0.7833333333333333,0.6875,0.5789473684210527,0.6285714285714286,0.7766367137355584,0.46390739997150376
99,MCAR,30,mean,239,60,12,0.6441461000170678,0.06984246332623746,0.7333333333333333,0.6,0.47368421052631576,0.5294117647058824,0.7753530166880616,0.405115300003672
99,MCAR,30,median,239,60,12,0.6733404558404558,0.07290994206631364,0.75,0.625,0.5263157894736842,0.5714285714285714,0.7394094993581515,0.33298500001546927
99,MCAR,30,knn,239,60,12,0.607562678062678,0.08622560101653907,0.75,0.6666666666666666,0.42105263157894735,0.5161290322580645,0.758023106546855,0.46878240001387894
99,MCAR,30,iterative,239,60,12,0.637558826046034,0.06560954756412488,0.75,0.6428571428571429,0.47368421052631576,0.5454545454545454,0.7605905006418485,0.5060408000135794
99,MAR,10,mean,239,60,12,0.7506302349238946,0.05084903992252958,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.8632862644415918,0.4625817000051029
99,MAR,10,median,239,60,12,0.7483277206664304,0.05723290997811734,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.8388960205391528,0.4365624999918509
