experiment_id,mechanism,missing_pct,imputation_method,ga_state,seed,n_train,n_test,n_features,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,source_file
MCAR_30_ITERATIVE_NOGA_RF_SEED7,MCAR,30,iterative,NOGA,7,239,60,12,0.8,0.6666666666666666,0.7368421052631579,0.7,0.8632862644415917,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_MEAN_NOGA_RF_SEED7,MAR,10,mean,NOGA,7,239,60,12,0.8333333333333334,0.6666666666666666,0.9473684210526316,0.782608695652174,0.8921694480102695,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_MEDIAN_NOGA_RF_SEED7,MAR,10,median,NOGA,7,239,60,12,0.8166666666666667,0.6428571428571429,0.9473684210526316,0.7659574468085106,0.8966623876765083,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_KNN_NOGA_RF_SEED7,MAR,10,knn,NOGA,7,239,60,12,0.7833333333333333,0.6071428571428571,0.8947368421052632,0.723404255319149,0.8934531450577664,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_ITERATIVE_NOGA_RF_SEED7,MAR,10,iterative,NOGA,7,239,60,12,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.9005134788189987,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_MEAN_NOGA_RF_SEED7,MAR,20,mean,NOGA,7,239,60,12,0.8333333333333334,0.68,0.8947368421052632,0.7727272727272727,0.8825417201540436,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_MEDIAN_NOGA_RF_SEED7,MAR,20,median,NOGA,7,239,60,12,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.8761232349165596,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_KNN_NOGA_RF_SEED7,MAR,20,knn,NOGA,7,239,60,12,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.8697047496790757,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_ITERATIVE_NOGA_RF_SEED7,MAR,20,iterative,NOGA,7,239,60,12,0.8333333333333334,0.6666666666666666,0.9473684210526316,0.782608695652174,0.8735558408215661,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_MEAN_NOGA_RF_SEED7,MAR,30,mean,NOGA,7,239,60,12,0.85,0.7272727272727273,0.8421052631578947,0.7804878048780488,0.8607188703465981,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_MEDIAN_NOGA_RF_SEED7,MAR,30,median,NOGA,7,239,60,12,0.8333333333333334,0.68,0.8947368421052632,0.7727272727272727,0.8774069319640565,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_KNN_NOGA_RF_SEED7,MAR,30,knn,NOGA,7,239,60,12,0.8,0.6666666666666666,0.7368421052631579,0.7,0.8632862644415917,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_ITERATIVE_NOGA_RF_SEED7,MAR,30,iterative,NOGA,7,239,60,12,0.8333333333333334,0.7142857142857143,0.7894736842105263,0.75,0.8806161745827984,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_MEAN_NOGA_RF_SEED7,MNAR,10,mean,NOGA,7,239,60,12,0.8166666666666667,0.6538461538461539,0.8947368421052632,0.7555555555555555,0.8780487804878048,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_MEDIAN_NOGA_RF_SEED7,MNAR,10,median,NOGA,7,239,60,12,0.75,0.5714285714285714,0.8421052631578947,0.6808510638297872,0.855584082156611,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_KNN_NOGA_RF_SEED7,MNAR,10,knn,NOGA,7,239,60,12,0.7833333333333333,0.6071428571428571,0.8947368421052632,0.723404255319149,0.8568677792041078,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_ITERATIVE_NOGA_RF_SEED7,MNAR,10,iterative,NOGA,7,239,60,12,0.75,0.5714285714285714,0.8421052631578947,0.6808510638297872,0.8523748395378691,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_MEAN_NOGA_RF_SEED7,MNAR,20,mean,NOGA,7,239,60,12,0.75,0.5909090909090909,0.6842105263157895,0.6341463414634146,0.858793324775353,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_MEDIAN_NOGA_RF_SEED7,MNAR,20,median,NOGA,7,239,60,12,0.8,0.6521739130434783,0.7894736842105263,0.7142857142857143,0.8658536585365854,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_KNN_NOGA_RF_SEED7,MNAR,20,knn,NOGA,7,239,60,12,0.8,0.7058823529411765,0.631578947368421,0.6666666666666666,0.8934531450577664,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_ITERATIVE_NOGA_RF_SEED7,MNAR,20,iterative,NOGA,7,239,60,12,0.75,0.5909090909090909,0.6842105263157895,0.6341463414634146,0.8639281129653402,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_MEAN_NOGA_RF_SEED7,MNAR,30,mean,NOGA,7,239,60,12,0.7833333333333333,0.625,0.7894736842105263,0.6976744186046512,0.8504492939666239,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_MEDIAN_NOGA_RF_SEED7,MNAR,30,median,NOGA,7,239,60,12,0.8166666666666667,0.6818181818181818,0.7894736842105263,0.7317073170731707,0.8530166880616175,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_KNN_NOGA_RF_SEED7,MNAR,30,knn,NOGA,7,239,60,12,0.8,0.6666666666666666,0.7368421052631579,0.7,0.8575096277278562,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_ITERATIVE_NOGA_RF_SEED7,MNAR,30,iterative,NOGA,7,239,60,12,0.7833333333333333,0.65,0.6842105263157895,0.6666666666666666,0.8549422336328626,results/metrics/e1_e2_e3_multiseed.csv
MCAR_10_MEAN_NOGA_RF_SEED99,MCAR,10,mean,NOGA,99,239,60,12,0.85,0.8571428571428571,0.631578947368421,0.7272727272727273,0.7958921694480102,results/metrics/e1_e2_e3_multiseed.csv
MCAR_10_MEDIAN_NOGA_RF_SEED99,MCAR,10,median,NOGA,99,239,60,12,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8177150192554556,results/metrics/e1_e2_e3_multiseed.csv
MCAR_10_KNN_NOGA_RF_SEED99,MCAR,10,knn,NOGA,99,239,60,12,0.8,0.7058823529411765,0.631578947368421,0.6666666666666666,0.8196405648267009,results/metrics/e1_e2_e3_multiseed.csv
MCAR_10_ITERATIVE_NOGA_RF_SEED99,MCAR,10,iterative,NOGA,99,239,60,12,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.8048780487804879,results/metrics/e1_e2_e3_multiseed.csv
MCAR_20_MEAN_NOGA_RF_SEED99,MCAR,20,mean,NOGA,99,239,60,12,0.7833333333333333,0.6875,0.5789473684210527,0.6285714285714286,0.8228498074454428,results/metrics/e1_e2_e3_multiseed.csv
MCAR_20_MEDIAN_NOGA_RF_SEED99,MCAR,20,median,NOGA,99,239,60,12,0.7833333333333333,0.6875,0.5789473684210527,0.6285714285714286,0.8234916559691913,results/metrics/e1_e2_e3_multiseed.csv
MCAR_20_KNN_NOGA_RF_SEED99,MCAR,20,knn,NOGA,99,239,60,12,0.7666666666666667,0.6470588235294118,0.5789473684210527,0.6111111111111112,0.7503209242618742,results/metrics/e1_e2_e3_multiseed.csv
MCAR_20_ITERATIVE_NOGA_RF_SEED99,MCAR,20,iterative,NOGA,99,239,60,12,0.7833333333333333,0.6875,0.5789473684210527,0.6285714285714286,0.7766367137355584,results/metrics/e1_e2_e3_multiseed.csv
MCAR_30_MEAN_NOGA_RF_SEED99,MCAR,30,mean,NOGA,99,239,60,12,0.7333333333333333,0.6,0.4736842105263157,0.5294117647058824,0.7753530166880616,results/metrics/e1_e2_e3_multiseed.csv
MCAR_30_MEDIAN_NOGA_RF_SEED99,MCAR,30,median,NOGA,99,239,60,12,0.75,0.625,0.5263157894736842,0.5714285714285714,0.7394094993581515,results/metrics/e1_e2_e3_multiseed.csv
MCAR_30_KNN_NOGA_RF_SEED99,MCAR,30,knn,NOGA,99,239,60,12,0.75,0.6666666666666666,0.4210526315789473,0.5161290322580645,0.758023106546855,results/metrics/e1_e2_e3_multiseed.csv
MCAR_30_ITERATIVE_NOGA_RF_SEED99,MCAR,30,iterative,NOGA,99,239,60,12,0.75,0.6428571428571429,0.4736842105263157,0.5454545454545454,0.7605905006418485,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_MEAN_NOGA_RF_SEED99,MAR,10,mean,NOGA,99,239,60,12,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.8632862644415918,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_MEDIAN_NOGA_RF_SEED99,MAR,10,median,NOGA,99,239,60,12,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.8388960205391528,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_KNN_NOGA_RF_SEED99,MAR,10,knn,NOGA,99,239,60,12,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.849165596919127,results/metrics/e1_e2_e3_multiseed.csv
MAR_10_ITERATIVE_NOGA_RF_SEED99,MAR,10,iterative,NOGA,99,239,60,12,0.8166666666666667,0.7222222222222222,0.6842105263157895,0.7027027027027027,0.8575096277278562,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_MEAN_NOGA_RF_SEED99,MAR,20,mean,NOGA,99,239,60,12,0.7833333333333333,0.8,0.4210526315789473,0.5517241379310345,0.7984595635430038,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_MEDIAN_NOGA_RF_SEED99,MAR,20,median,NOGA,99,239,60,12,0.7666666666666667,0.7272727272727273,0.4210526315789473,0.5333333333333333,0.7933247753530167,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_KNN_NOGA_RF_SEED99,MAR,20,knn,NOGA,99,239,60,12,0.7833333333333333,0.8,0.4210526315789473,0.5517241379310345,0.8350449293966623,results/metrics/e1_e2_e3_multiseed.csv
MAR_20_ITERATIVE_NOGA_RF_SEED99,MAR,20,iterative,NOGA,99,239,60,12,0.7833333333333333,0.8,0.4210526315789473,0.5517241379310345,0.7374839537869062,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_MEAN_NOGA_RF_SEED99,MAR,30,mean,NOGA,99,239,60,12,0.85,0.8571428571428571,0.631578947368421,0.7272727272727273,0.8157894736842104,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_MEDIAN_NOGA_RF_SEED99,MAR,30,median,NOGA,99,239,60,12,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8145057766367138,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_KNN_NOGA_RF_SEED99,MAR,30,knn,NOGA,99,239,60,12,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8267008985879333,results/metrics/e1_e2_e3_multiseed.csv
MAR_30_ITERATIVE_NOGA_RF_SEED99,MAR,30,iterative,NOGA,99,239,60,12,0.8,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.806803594351733,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_MEAN_NOGA_RF_SEED99,MNAR,10,mean,NOGA,99,239,60,12,0.7666666666666667,0.6666666666666666,0.5263157894736842,0.5882352941176471,0.8356867779204108,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_MEDIAN_NOGA_RF_SEED99,MNAR,10,median,NOGA,99,239,60,12,0.8,0.7692307692307693,0.5263157894736842,0.625,0.8677792041078306,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_KNN_NOGA_RF_SEED99,MNAR,10,knn,NOGA,99,239,60,12,0.8,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.8421052631578947,results/metrics/e1_e2_e3_multiseed.csv
MNAR_10_ITERATIVE_NOGA_RF_SEED99,MNAR,10,iterative,NOGA,99,239,60,12,0.7666666666666667,0.6666666666666666,0.5263157894736842,0.5882352941176471,0.8344030808729139,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_MEAN_NOGA_RF_SEED99,MNAR,20,mean,NOGA,99,239,60,12,0.75,0.6666666666666666,0.4210526315789473,0.5161290322580645,0.8080872913992297,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_MEDIAN_NOGA_RF_SEED99,MNAR,20,median,NOGA,99,239,60,12,0.7333333333333333,0.6153846153846154,0.4210526315789473,0.5,0.803594351732991,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_KNN_NOGA_RF_SEED99,MNAR,20,knn,NOGA,99,239,60,12,0.75,0.6666666666666666,0.4210526315789473,0.5161290322580645,0.8010269576379975,results/metrics/e1_e2_e3_multiseed.csv
MNAR_20_ITERATIVE_NOGA_RF_SEED99,MNAR,20,iterative,NOGA,99,239,60,12,0.7666666666666667,0.7272727272727273,0.4210526315789473,0.5333333333333333,0.7817715019255456,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_MEAN_NOGA_RF_SEED99,MNAR,30,mean,NOGA,99,239,60,12,0.7833333333333333,0.8,0.4210526315789473,0.5517241379310345,0.8234916559691913,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_MEDIAN_NOGA_RF_SEED99,MNAR,30,median,NOGA,99,239,60,12,0.8,0.8181818181818182,0.4736842105263157,0.6,0.7599486521181,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_KNN_NOGA_RF_SEED99,MNAR,30,knn,NOGA,99,239,60,12,0.8166666666666667,0.7857142857142857,0.5789473684210527,0.6666666666666666,0.769576379974326,results/metrics/e1_e2_e3_multiseed.csv
MNAR_30_ITERATIVE_NOGA_RF_SEED99,MNAR,30,iterative,NOGA,99,239,60,12,0.8,0.8888888888888888,0.4210526315789473,0.5714285714285714,0.7432605905006417,results/metrics/e1_e2_e3_multiseed.csv
COMPLETE_NOGA_RF_SEED42,COMPLETE,0,NONE,NOGA,42,239,60,12,0.8166666666666667,0.7857142857142857,0.5789473684210527,0.6666666666666666,0.8825417201540436,results/metrics/repeated_seeds_e0.csv
COMPLETE_NOGA_RF_SEED123,COMPLETE,0,NONE,NOGA,123,239,60,12,0.9166666666666666,0.9375,0.7894736842105263,0.8571428571428571,0.9537869062901156,results/metrics/repeated_seeds_e0.csv
COMPLETE_NOGA_RF_SEED2026,COMPLETE,0,NONE,NOGA,2026,239,60,12,0.8666666666666667,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.925545571245186,results/metrics/repeated_seeds_e0.csv
COMPLETE_NOGA_RF_SEED7,COMPLETE,0,NONE,NOGA,7,239,60,12,0.8833333333333333,0.7307692307692307,1.0,0.8444444444444444,0.9396662387676508,results/metrics/repeated_seeds_e0.csv
COMPLETE_NOGA_RF_SEED99,COMPLETE,0,NONE,NOGA,99,239,60,12,0.8333333333333334,0.7647058823529411,0.6842105263157895,0.7222222222222222,0.8902439024390243,results/metrics/repeated_seeds_e0.csv
COMPLETE_GA_RF_SEED42,COMPLETE,0,NONE,GA,42,,,4,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8145057766367136,results/metrics/all_features_vs_ga_complete.csv
MAR_10_KNN_GA_RF_SEED42,MAR,10,knn,GA,42,,,6,0.8166666666666667,0.7857142857142857,0.5789473684210527,0.6666666666666666,0.8883183568677792,results/metrics/e6_imputed_ga_rf.csv
MAR_20_KNN_GA_RF_SEED42,MAR,20,knn,GA,42,,,8,0.8,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.8658536585365854,results/metrics/e6_imputed_ga_rf.csv
MAR_30_KNN_GA_RF_SEED42,MAR,30,knn,GA,42,,,5,0.85,0.7777777777777778,0.7368421052631579,0.7567567567567568,0.9017971758664955,results/metrics/e6_imputed_ga_rf.csv
MCAR_10_KNN_GA_RF_SEED42,MCAR,10,knn,GA,42,,,7,0.8,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.8575096277278562,results/metrics/e6_imputed_ga_rf.csv
MCAR_20_ITERATIVE_GA_RF_SEED42,MCAR,20,iterative,GA,42,,,11,0.7833333333333333,0.7142857142857143,0.5263157894736842,0.6060606060606061,0.79204107830552,results/metrics/e6_imputed_ga_rf.csv
MCAR_30_ITERATIVE_GA_RF_SEED42,MCAR,30,iterative,GA,42,,,7,0.7666666666666667,0.7777777777777778,0.3684210526315789,0.5,0.7278562259306803,results/metrics/e6_imputed_ga_rf.csv
MNAR_10_MEDIAN_GA_RF_SEED42,MNAR,10,median,GA,42,,,6,0.8333333333333334,0.7647058823529411,0.6842105263157895,0.7222222222222222,0.8761232349165596,results/metrics/e6_imputed_ga_rf.csv
MNAR_20_MEDIAN_GA_RF_SEED42,MNAR,20,median,GA,42,,,2,0.7666666666666667,1.0,0.2631578947368421,0.4166666666666667,0.711168164313222,results/metrics/e6_imputed_ga_rf.csv
MNAR_30_ITERATIVE_GA_RF_SEED42,MNAR,30,iterative,GA,42,,,4,0.7166666666666667,0.5833333333333334,0.3684210526315789,0.4516129032258064,0.748395378690629,results/metrics/e6_imputed_ga_rf.csv
MCAR_30_ITERATIVE_GA_RF_SEED123,MCAR,30,iterative,GA,123,,,7,,,,0.6470588235294118,0.8530166880616175,results/metrics/e6_multiseed_subset.csv
MCAR_30_ITERATIVE_GA_RF_SEED2026,MCAR,30,iterative,GA,2026,,,6,,,,0.75,0.8928112965340179,results/metrics/e6_multiseed_subset.csv
MNAR_30_ITERATIVE_GA_RF_SEED123,MNAR,30,iterative,GA,123,,,4,,,,0.6666666666666666,0.8549422336328626,results/metrics/e6_multiseed_subset.csv
MNAR_30_ITERATIVE_GA_RF_SEED2026,MNAR,30,iterative,GA,2026,,,5,,,,0.7027027027027027,0.8940949935815148,results/metrics/e6_multiseed_subset.csv
MAR_20_KNN_GA_RF_SEED123,MAR,20,knn,GA,123,,,6,,,,0.7647058823529411,0.9127086007702182,results/metrics/e6_multiseed_subset.csv
MAR_20_KNN_GA_RF_SEED2026,MAR,20,knn,GA,2026,,,5,,,,0.6153846153846154,0.834403080872914,results/metrics/e6_multiseed_subset.csv
